,商品名,商品説明,価格,URL,画像URL,出品者
0,MacBook Pro 2020 - スペースグレイ 13インチ A2251,"PCを新調しましたので、出品します。
Apple公式で購入しており、メモリとSSDをカスタマイズしています。

付属品は全て揃っており、未使用になります。


ーー製品情報ーー

ハードウェア：
* 第10世代の2.3GHzクアッドコアIntel Core i7プロセッサ（Turbo Boost使用時最大4.1GHz）
* Intel Iris Plus Graphics
* 16GB 3,733MHz LPDDR4Xメモリ
* 512GB SSDストレージ
* True Tone搭載13インチRetinaディスプレイ
* Thunderbolt 3ポート x 4
* Touch BarとTouch ID
* バックライトMagic Keyboard - 英語（米国）
* アクセサリキット

価格：
208,800円(税抜)
229,680円(税込)

シリーズ···Macbook Pro
ディスプレイサイズ···13インチ
Pro/モデル名···2020
仕上げ···スペースグレイ","69,800",https://jp.mercari.com/item/m58661417731,https://static.mercdn.net/item/detail/orig/photos/m58661417731_1.jpg?1722386230,ななお
1,598)MacBook Pro 13インチ 2020 Core i5-512GB,"598) Apple MacBook Pro 13インチ 2020 Core i5 2.0GHz/RAM16GB/SSD512GB(140598)

多少の擦れ・傷がございます品です。
キーボードは一部にテカリがございます。
初期化済みでOSは最新版のMac OS 14 Sonomaです。
アクティベーションロック解除確認済みです。
動作は快調で、現状特に気になる点はございません。正常に使用できます。
動作確認のため下記の情報で初期化後に一度セットアップしております。
到着後、電源を入れればすぐにお使いいただける状態です。

ユーザー名：USER
パスワード：1234


出品物は本体のみです。ACアダプターは別途ご用意ください。
USB TYPE-C接続です。

バッテリーは「正常」表示で充放電回数 520回で完全充電時の容量は4139mAhです。

＊バッテリーは出品掲載時の情報となります。出荷までにステータスや回数が変更となる可能性がございます。消耗部品につき保証対象外とさせていただいております。
＊液晶表示につきましては経年劣化による若干の色ムラ・照度ムラがある場合がございます。

商品到着後3日間を初期不良期間として対応させて頂きます。
底面に一箇所セキュリティシールを貼っております。剥がした場合は保証対応出来ませんので、動作確認が済むまで剥がさないようにご注意ください。

【商品スペック】
■メーカー：Apple
■商品名：MacBook Pro
■モニター：Retina 13.3 インチ （2560x1600）
■OS：Mac OS 14  Sonoma
■CPU：Core i5 2.0GHz 
■SSD：フラッシュストレージ 512GB
■メモリ：16GB
■グラフィック：Intel Iris Plus Graphics
■キーボード ： 日本語（JIS）配列 （バックライト付き）
■カラー：シルバー

＊ご希望があれば下記のOfficeソフトをインストールして出荷させて頂きます。
LibreOffice（リブレオフィス）

Microsoft Office と互換性のあるオフィスソフトです。
Word/Excel/Powerpoint/Accessファイルを互換使用可能です。","59,000",https://jp.mercari.com/item/m86891758993,https://static.mercdn.net/item/detail/orig/photos/m86891758993_1.jpg?1716522767,mainn_1234
2,MacBook Pro 2020 13インチ 256GB,"ほとんど使用することが無かったので、出品させていただきました。
充電器とケーブルは、傷.汚れ.黄ばみがございます。
中古品です、神経質な方のご購入はご遠慮ください
充放電 回数が2〜3回増える可能性がございますが、あらかじめご了承下さい。","68,000",https://jp.mercari.com/item/m92048914134,https://static.mercdn.net/item/detail/orig/photos/m92048914134_1.jpg?1722173212,YUK
3,MacBook Pro 2020 M1 13インチモデル,"2020年発売モデルのMacBookPro 13インチです
今回上位モデルを購入したので出品致します。

購入が2021年1月に購入しました。
当時の価格が約19万円ほどのモデルです。

作曲作業に使っていたのですが、デスクトップのMacを別で所持しており、殆ど使わずにおりました。

バッテリー残量も93%と
購入時期を考慮するとかなり状態がいいものになります。
※Apple公式ではバッテリー残量が80%を下回るとバッテリー交換目安とされています。

筐体の一部欠けがありますが、そこまで目立ちません。※写真3枚目参照

Apple Silicon M1チップ搭載モデルなので、学生さんのレポート作成や簡単な動画編集・作曲などは問題なくできるスペックです。

初期化済み
Apple正規修理業者及び非正規店業者による修理なども一切行っておりません。

希望の方には、ソフトケース※写真6枚目もセットでお付けします。


仕上げ···スペースグレイ
シリーズ···Macbook Pro
ディスプレイサイズ···13インチ
Pro/モデル名···2020
チップ···M1
付属品　化粧箱　説明書　ソフトケース(希望のみ)","80,000",https://jp.mercari.com/item/m97623712460,https://static.mercdn.net/item/detail/orig/photos/m97623712460_1.jpg?1719522673,j
4,154)MacBook Pro 13インチ 2020 i5-16GB-512GB,"2020年大容量モデル! 154) Apple MacBook Pro 13インチ 2020 Core i5 2.0GHz/RAM16GB/SSD512GB(141154)

多少の擦れ・傷がございます品です。
パームレスト部に一部色褪せがございます。
底面に一部シール跡がございます。
キーボードは一部に若干のテカリがございます程度です。

初期化済みでOSは最新版のMac OS 15 Sequoiaです。
アクティベーションロック解除確認済みです。
動作は快調で、現状特に気になる点はございません。正常に使用できます。

出品物は本体のみです。ACアダプターは別途ご用意ください。
USB TYPE-C接続で充電可能です。

動作確認のため下記の情報で初期化後に一度セットアップしております。

ユーザー名：USER
パスワード：1234

バッテリーは「正常」で充放電回数 274回、完全充電時の容量は4242mAhです。

＊バッテリー情報は撮影時の情報になります。お届けまでにステータスや回数・容量等が変更となる場合がございます。バッテリーにつきましては消耗部品につき保証対象外となりますので予めご了承願います。
＊液晶につきましては経年劣化による多少の色ムラ・照度ムラ等が有る場合がございます。

商品到着後3日間を初期不良期間として対応させて頂きます。
底面に一箇所セキュリティシールを貼っております。剥がした場合は保証対応出来ませんので、動作確認が済むまで剥がさないようにご注意ください。

■商品名：Apple　MacBook Pro
■モニター：Retina 13.3 インチ （2560x1600）
■OS：Mac OS 15 Sequoia
■CPU：Core i5 2.0GHz 
■SSD：フラッシュストレージ 512GB
■メモリ：16GB
■グラフィック：Intel Iris Plus Graphics
■キーボード ： 日本語（JIS）配列 （バックライト付き）

＊ご希望があれば下記のOfficeソフトをインストールし出荷させて頂きます。
LibreOffice（リブレオフィス）

Microsoft Office と互換性のあるオフィスソフトです。
Microsoft Word/Excel/Powerpoint/Accessファイルを互換使用可能です。","58,600",https://jp.mercari.com/item/m73082639178,https://static.mercdn.net/item/detail/orig/photos/m73082639178_1.jpg?1728099416,mainn_1234
5,即発送：Macbook Pro 13インチ 2020A2289覗見防止フィルター,"Macbook Pro 13インチ 2020 A2289
購入場所：Apple公式で購入。
使用回数：週1.2回程度（一年前まで、最近は使用してませんでした）
起動：確認済
付属品：USB充電ケーブル、説明書、箱です。

素人検品のため、中古品であることをご理解の上、神経質な方の購入はお控えください。

メーカー：Apple
商品名：MacBook Pro 2020
CPU：1.4GHzクアッドコア Intel Core i5（Turbo Boost使用時最大3.9GHz）
メモリ：16GB
ストレージ容量：SSD 256GB
ディスプレイサイズ：13インチ
Touch IDセンサーが組み込まれたTouch Bar
カラー：スペースグレイ

本体の左側にThunderbolt3（USB3.1）が2口ついてます。
覗き見防止フィルターつけてます。","61,300",https://jp.mercari.com/item/m14784978828,https://static.mercdn.net/item/detail/orig/photos/m14784978828_1.jpg?1723585770,yuki
6,2020 MacBook Pro 16GB/512,"購入してから使用頻度が低く不要なため出品致します。

使用頻度が低かった為比較的綺麗な状態を保っていると思います。外装の一箇所だけ傷があるのでご確認お願い致します。","75,000",https://jp.mercari.com/item/m76190557015,https://static.mercdn.net/item/detail/orig/photos/m76190557015_1.jpg?1718964017,JJJ
7,MacBook pro 13インチ 2020 上位モデル 管理番号3002,"★☆↓スペック情報↓☆★

色:スペースグレイ
型番:MWP42J/A
CPU:corei5 2.0GHz
メモリ:16GB
SSD:512GB
バッテリー:272回 正常
※バッテリーは消耗品でございますので全商品到着時のバッテリーの保証はありません。
付属品完備しております！

★☆↑スペック情報↑☆★

【外観について】
基本的には動作良好ですが、使用に伴うキズがありますので中古品として格安で販売しております！
動作確認済みですので届いてすぐに使用できます。
写真に写ってるいる物が全てになります。
※購入前にプロフィールをご一読よろしくお願いします。

※2日以内にお支払い可能な方は即買いOKです！

梱包済みですので写真の追加は出来ません。
パスワードは設定していません。
パスワードを求められた場合はなにも入力せずにそのままエンターを押せば使用できます。
word、excel、PowerPointなどは初期状態なので付いておりません。
オフィスソフトは無料でダウンロードできるOpen Officeをおすすめします。
iPad iphoneとの相性も抜群です。
テレワーク、プログラミング、動画編集などいろいろな用途で使用できるパソコンを揃えていますのでノートパソコン、PCの購入を検討してる方いかがでしょうか(^_^)？
他サイトにも出品しているので売れてしまったらいきなり取り消すことがあるのでご了承下さい。
即購入OKですが、入金が遅れる場合は購入後に取り引きメッセージを必ずよろしくお願いします。
管理番号:3002

取扱いモデル(マックブック)↓
              
になります。2008年以前のモデルは取り扱っていません。


在庫一覧は下記からご覧下さいませ。","64,200",https://jp.mercari.com/item/m22062825722,https://static.mercdn.net/item/detail/orig/photos/m22062825722_1.jpg?1719583970,hosiP(プロフ必読)
8,MacBook Pro 13インチ 256GB (2020年),"MacBook Pro 13インチ Corei5:1.4GHz 256GB スペースグレイ MXK32J/A (Mid 2020)

シリーズ名2020年 Corei5
型番MXK32J/A
ディスプレイ（画面）サイズ13インチ
付属ディスプレイ仕様2560×1600
搭載OSmac OS Big Sur
筐体タイプノートブック型
Officeソフト-
CPUCore i5
CPUクロック1.4GHz
標準メモリ容量8GB
内蔵ストレージ容量256G(SSD)
ドライブ-
グラフィックコントローラ 名称Intel Iris Plus Graphics 645
TVチューナ-
有線LAN-
無線LAN／その他IEEE802.11ac無線LAN
外形寸法 幅(mm)304.1mm
外形寸法 奥行き(mm)212.4mm
外形寸法 高さ(mm)105.6mm
重量(Kg)1.4kg

充放電回数：14回（9月時点）
付属品：電源アダプタ（61w)、ケーブルのみ","65,000",https://jp.mercari.com/item/m15175014102,https://static.mercdn.net/item/detail/orig/photos/m15175014102_1.jpg?1727946519,やまだ0510
9,【極美品】MacBook Pro 2020 13インチ i5,"【極美品】MacBook Pro 2020 13インチ i5　
・動作確認済みです。
・付属品は全て揃っています。
・本体には傷も少なく非常に綺麗です。　
・i5
メモリー　16GB
ストレージ 512GB


シリーズ...Macbook Pro

ディスプレイサイズ...13インチ

Pro/モデル名...2020

仕上げ...シルバー","70,000",https://jp.mercari.com/item/m11991440263,https://static.mercdn.net/item/detail/orig/photos/m11991440263_1.jpg?1723627864,Kyuukancyou0074
10,Mac Book Pro 2020 13インチ,"【スペック】
シリーズ: Macbook Pro
カラー: スペースグレイ
サイズ: 13インチ
CPU: Intel Core i5
メモリ: 8GB
ストレージ種類: SSD
ストレージ容量: 256GB

【同梱物】
・本体
・電源アダプタ
・USB-Cケーブル

【状態】
・動作確認実施済（正常に動作します）
・目立った傷や汚れなし
・充電器に汚れ、傷あり

【販売理由】
・PC買い替えのため

【備考】
お値下げは出来かねますのでご了承ください。
ご質問や追加の写真アップロード依頼があれば、コメント欄からお気軽にお申し付けください。","60,000",https://jp.mercari.com/item/m54429832628,https://static.mercdn.net/item/detail/orig/photos/m54429832628_1.jpg?1714494972,京王2号車
11,極美品~美品MacBook Pro m1 16gb 256GB 2020 13,"シリーズ···Macbook Pro
ディスプレイサイズ···13インチ
Pro/モデル名···2020
チップ···M1 
SSD：256GB
メモリ：16GB
キーボード：JIS
仕上げ···スペースグレイ

こんにちは。アップル大好きなヴェリハンサマです。
転職伴い、会社が新しい機体購入してくださるということで元々自分の機体をそのまま譲ります。

2021購入したものですので、大切に使ってきましたが、まあまあ使用感があります。返品などができませんので、以下のところをご一読の上、ご購入をご判断してください。

1) 電池87%で、基本的にケーブル差したままで使ってきたので、普通によっぽう他のデバイスに給電しない限りでは問題ないでしょう。
2) 購入した直後に保護カーバーが到着されないうちに一回石のテーブルにぶつけたことあります。右に傷あります
3) 表面に少しステッカーが貼った跡少し光によって、見えるかもしれません。


付属品
・純正アダプタとUSB-C充電ケーブル

メモ
・動作確認済
・Apple Diagnostics 異常なし
・工場出荷状態
・初期化済
・元箱なし

注意点
文章より写真を優先。
細かな傷や、見落としキズなどある場合もございますが、中古品ということをご理解ください。

ほぼ即日発送
限定1台（他サイトでも出品中の為、取り下げる場合あり）
整備や清掃、数十箇所に及ぶ動作確認、負荷テスト、査定等を行い、最適な状態にしてお届けいたします。

----------------------------
アップル マック PC 2022 2019 2018  MWP42J/A MWP52J/A MWP72J/A MWP82J/A MYD92J/A MYDA2J/A MYDC2J/A DI PC MWP82J/A MYD92J/A MYDA2J/A MYDC2J/A  A2338 2021 2019 2018 MGN63J/A MGN93J/A MGND3J/A MGN73J/A iniMGNA3J/A MGNE3J/A M2
サイズ...13インチ
CPU...M1
メモリ...16GB","80,800",https://jp.mercari.com/item/m84798615415,https://static.mercdn.net/item/detail/orig/photos/m84798615415_1.jpg?1717324892,ヴェリハンドサム
12,【中古】MacBook Pro 13インチ 2020モデル,"スペック:

•プロセッサ: 1.4 GHz クアッドコア Intel Core i5
•グラフィックス: Intel Iris Plus Graphics 645 (1536 MB)
•メモリ: 8 GB 2133 MHz LPDDR3
•ストレージ: 256GB
•OS: macOS Sonoma 14.5

2020年モデルの13インチMacBook Proです。高性能なIntel Core i5プロセッサと8GBメモリを搭載しており、日常のタスクから軽いクリエイティブ作業まで快適に行えます。また、Intel Iris Plus Graphics 645により、グラフィックスもスムーズです。

特徴:

•軽量で持ち運びやすい: 出先での作業にも便利なコンパクトなサイズです。
•最新OS: macOS Sonoma 14.5がインストールされており、最新の機能とセキュリティが利用可能です。
•接続端子: 2つのThunderbolt 3ポートを搭載しており、高速なデータ転送が可能です。
・TYPE C充電器も付いております

使用感はありますが、全体的に良好な状態です。バッテリーの持ちや動作に問題はありません。

※アクティベーションロックは解除済みになりますので、購入後すぐにご利用になれます。

気になる事がありましたら、購入前に前にご質問ください。また、写真で状態をご確認いただければ幸いです。興味のある方はぜひご検討ください！","63,500",https://jp.mercari.com/item/m50197466284,https://static.mercdn.net/item/detail/orig/photos/m50197466284_1.jpg?1722572060,Yuuri
13,Macbook Pro 13インチ 2020,"2020年7月25日にApple Storeでで購入しました。
この度、最新機種に買い換えしたので、こちらを出品させていただきます。
色は定番のシルバーです。

AppleのMacbook Pro 13インチ 2020 Two Thunderbolt 3 portsです。

プロセッサ: 1.4 GHz クアッドコアIntel Core i5
メモリ: 8GB
ストレージ: 256GB
充放電回数: 447

【同梱物】
・本体
・電源アダプタ
・USB-Cケーブル
・説明書等
・箱

【状態】
・動作確認実施済（正常に動作します）
・目立つ傷や汚れ無

【販売理由】
・PC買い替えのため

ご質問や追加の写真アップロード依頼があれば、コメント欄からお気軽にお申し付けください。

商品に関しては、中古品になります。
ご理解ある方のみご購入をご検討くださいますようお願い申し上げます。","55,000",https://jp.mercari.com/item/m33035072106,https://static.mercdn.net/item/detail/orig/photos/m33035072106_1.jpg?1725107387,一郎 まる
14,超美品！！　MacBook Pro 2020 13inch タッチバー付き,"ご覧いただきありがとうございます。

2020年にアップルストアで購入後自宅で動画視聴やネット検索用に使用しておりました。
今回買い替えのため出品致しております。
自宅での使用のため、傷等はほとんどございません。
その他情報は写真を参照ください。
発送時は充電ケーブル、アダプター、化粧箱全てつけて発送致します。

即購入可能、即日発送対応、ご質問ございましたら気軽にお申し付けください。


シリーズ···Macbook Pro
ディスプレイサイズ···13インチ
Pro/モデル名···2020
仕上げ···シルバー","57,000",https://jp.mercari.com/item/m44250116184,https://static.mercdn.net/item/detail/orig/photos/m44250116184_1.jpg?1722899680,KNTくん
15,2020 13.3インチMacBook Pro Core i7 1TB 32GB,"13.3インチMacBook Pro 2.3GHzクアッドコアIntel Core i7 Retinaディスプレイモデル - スペースグレイ [整備済製品]

表面に細かい傷はありますが、ほとんど気にならない程度です。
(写真最後参照)


3、4年ほど前にapple公式サイトより購入し、幾度か使いました。
主にネットサーフィン・文章入力等に使用し、動画編集等のヘビーな作業は行なっていませんでした。
自分には使いこなせないので他の方に譲りたいです。
M1ではなくintelです

付属品は写真の通りです。


Intel corei7
SSD: 1TB
メモリ:32GB


シリーズ···Macbook Pro
ディスプレイサイズ···13インチ
Pro/モデル名···2020
仕上げ···スペースグレイ","94,500",https://jp.mercari.com/item/m17795518332,https://static.mercdn.net/item/detail/orig/photos/m17795518332_1.jpg?1719661055,まめおか。@プロフご一読願います
16,"sheixbolw様 macbook pro 2020 ssd500,8Gメモリ","macbook pro 2020 ssd500,8Gメモリです。
動作も問題なく、外観も比較的キレイです。バッテリーが交換推奨になっております。ですが、普通に持ち運びで現在も使っておりす。その為、少しお安くしておきます。本体と簡易充電器おつけします。

core i5
ssd500G

シリーズ...Macbook Pro

ディスプレイサイズ...13インチ

Pro/モデル名...2020

仕上げ...シルバー
Retina 2020 Intel Core i5","52,000",https://jp.mercari.com/item/m93158078009,https://static.mercdn.net/item/detail/orig/photos/m93158078009_1.jpg?1719737395,たら
17,MacBook Pro 2020／13インチ intelチップ,"◆商品名：MacBook Pro 2020 13インチ

◆商品状態
　全体的に良好な状態です。 
　画面は保護フィルムが貼ってあるため、傷等なく視認性も良好です。
　　＊不要な方は剥がしてください
　キーボードもカバーつけての利用だったため、キレイな状態です
　バッテリーの状態も良好で、充放電回数は185回です。 

◆付属品
　純正充電器（未使用）・USB-Cケーブル（未使用） 
　元箱 ・取扱説明書

◆その他
　初期化してお渡しします。 


＊注意事項:
・中古品のため、完璧を求める方はご遠慮ください。
・返品はお受けしておりませんので、ご不明な点は事前にご質問ください。

◯参考仕様
　13インチ 16GB RAM 512GB SSD
　スペースグレイ
　Retinaディスプレイ
　2.0GHzクアッドコア第10世代Intel Core i5
　4つのThunderbolt 3（USB-C）ポートで以下に対応
　・充電
　・DisplayPort
　・Thunderbolt 3（最大40Gb/s）
　・USB 3.1 Gen 2（最大10Gb/s）
　JIS配列準拠キーボード
　Touch Bar
　Touch IDセンサー
　環境光センサー

サイズと重量
高さ：1.56 cm
幅：30.41 cm
奥行き：21.24 cm
重量：1.4 kg","58,000",https://jp.mercari.com/item/m75004653033,https://static.mercdn.net/item/detail/orig/photos/m75004653033_1.jpg?1724547138,ミネラル
18,Apple MacBook Pro M1 日本語配列,"ご覧いただきましてありがとうございます。

・MacBook Pro (13-inch, M1, 2020)
    シルバー
　メモリ8GB
　256GB
https://support.apple.com/ja-jp/111893

3年ほど使いましたが、これからもまだまだ
使える状況かと思いますが、
資金が必要になり、出品いたしました。
充電回数　約20回程度(バッテリーセーブモードでパソコン作業、記憶まで)
画面に保護フィルム貼ってあります。
(気泡なし)

データ消去して「こんにちは」の画面からの
ご利用になります。

美品ですが、使用していたため商品の状態は「目立った傷やよごれなし」としています。

・同梱物
本体、説明書、Appleシール、
充電アダプター・ケーブル

☆特典
MacBook pro用プロテクトソフトケースお付けします。

(Ai説明)

【製品概要】
このMacBook Proは、Appleの高性能ノートパソコンで、デザインと機能性を兼ね備えています。特にクリエイティブな作業やプロフェッショナルな用途に最適です。

【キーボード】
日本語配列のキーボードが搭載されており、快適なタイピングが可能です。特に日本語を使用する方にとって使いやすい設計です。

【画面】
起動時の画面には「こんにちは」と表示されており、シンプルで洗練されたデザインが特徴です。視覚的に魅力的な体験を提供します。

- 製品名: MacBook Pro M1 13インチ
- キーボード: 日本語配列
- ロゴ: MacBook Pro

シリーズ···Macbook Pro

ディスプレイサイズ···13インチ

Pro/モデル名···2020

仕上げ···シルバー","85,000",https://jp.mercari.com/item/m42589249870,https://static.mercdn.net/item/detail/orig/photos/m42589249870_1.jpg?1727614591,ゆーきねこさんだー
19,2020年 M1 MacBook Pro 13inch (USキーボード)セット,"2020年 M1 MacBook Pro 13inch 8gb

アメリカのApple Storeにて新品購入しました。
4年間ほどとても綺麗に使いました。
一度中身が故障した為、Apple Storeで修理をして頂きました。もう不具合はありません。

キズは少なくほぼ新品に近いです！

■セット内容
- 本体
- 電源アダプ
- 充電ケーブル
- Woolnut皮ケース
- j5 create usb アダプター

■モデル
Apple / MacBook pro (M1, 13-inch, 2020) 
シルバー

◾️仕様
シリーズ···MacBook Pro
製品年式···2020
画面サイズ···13インチ
CPU種類···Apple M1
メモリ···8GB
SSD容量···256GB

本体は傷は少なく綺麗な状態ですが、箱や電源アダプタに傷や汚れがございます。

即購入OK
※多少のお値下げ交渉もお受けしておりますが、非常識な価格での交渉は申し訳ないのですがお断りしています。

初期化してから発送させて頂きます。

※発送後の返品はお受けしておりません。

最後までお読みいただき、ありがとうございます。
よろしくお願い致します。","70,000",https://jp.mercari.com/item/m95363361527,https://static.mercdn.net/item/detail/orig/photos/m95363361527_1.jpg?1719134500,大志
20,MacBook Pro m1 13インチ 2020 8GB おまけつき,"学生の時に半月に1度ほど使用していましたがほぼ使っていないので全体的に綺麗でバッタリーの状態も97パーセントですが細かな傷がありますので美品をお求めの方は他をお探しください。

表面のすみっこがほんの少しだけ黒くなってしまっています。

いま引越し準備中で8月25日までに売れなかった場合しまってしまうのでなにかございましたらお早めにコメントお願いします。

またあまり詳しいことはわからないのでなにか他にスペックの事などで知りたいことがございましたらコメント頂ければ幸いです。

コンセントなどはありません。

おまけでもう使わないのでamazonbasicsのケースをつけさせていただきます。

仕上げ···スペースグレイ

シリーズ···Macbook Pro


Pro/モデル名···2020

チップ···M1","82,222",https://jp.mercari.com/item/m94861461203,https://static.mercdn.net/item/detail/orig/photos/m94861461203_1.jpg?1724335077,うさぎ
21,MacBook Pro 2020 13インチ,"高額商品のため評価0の方はご遠慮ください。

シリーズ···Macbook Pro

サイズ···13インチ

CPU···Intel Core i5

ストレージ種類···SSD

ストレージ容量···256GB

メモリ···8GB

※発送時初期化いたします。
※すり替え防止のためノンリターンでお願いします。

ほぼ使用してません。
画面はフィルム貼ってあります。
使用時は外装にカバーをつけて使用してました。","73,000",https://jp.mercari.com/item/m89173716069,https://static.mercdn.net/item/detail/orig/photos/m89173716069_1.jpg?1716709847,ハリソン
22,[値下げ中]MacBookPro 13インチ 2020 8GB 256GB,"《日々値下げ中なので早い者勝ちです!!》
コメントせず即購入OK

使用頻度は低く、動画を見たりするだけだったので目立つ傷や汚れはありません。

充電機器は使用感があるのでご理解いただける方のみご検討ください。

▽ご希望であれば写真に載せてある変換器もお付けできます。(type-C.HDMI.USBの3口のものとLANケーブル用のもの)※こちらは箱なし


シリーズ···Macbook Pro
サイズ···13インチ
CPU···Intel Core i5
メモリ···8GB
ストレージ種類···SSD
ストレージ容量···256GB
動作確認済み

なにか説明や写真に不備がありましたら気軽にお申し付けください！","67,500",https://jp.mercari.com/item/m80881354159,https://static.mercdn.net/item/detail/orig/photos/m80881354159_1.jpg?1715167851,しぐ
23,7月までの割引‼️Macbook Pro 2020 13inch ジャンク品,"液晶が損傷、ジャンク品になります。
ジャンク品という大前提をご了承ください。

シリーズ···Macbook Pro
ディスプレイサイズ···13インチ
Pro/モデル名···2020
仕上げ···スペースグレー

M1ではありません。

不具合等ありましても、ジャンク品という点だけご理解ください。","36,000",https://jp.mercari.com/item/m30317891607,https://static.mercdn.net/item/detail/orig/photos/m30317891607_1.jpg?1719716661,とりとり
24,MacBook Pro 2020 13インチ Core i5 16G 1TB,"MacBookPro 13インチ 2020 Intel Corei5 1TB

13-inch, 2020, Four Thunderbolt 3 ports
プロセッサ: 2 GHz クアッドコアIntel Core i5
グラフィックス:  Intel Iris Plus Graphics 1536 MB
メモリ:  16 GB 3733 MHz LPDDR4X
macOS:  Sonoma 14.3.1
充放電回数: 426回
スペースグレイ

※詳細は添付画像をご覧ください
----------------------------------

新型のMacBookに交換した為、不要になりましたので出品いたします。

初期化済みです。

使用状況は週末に3,4時間程度の頻度でした。

購入時期は2020年5月頃です。

特に不具合もなく正常に動作しています。
ただし中古品として出品していますので、ご理解のある方のみのご購入でお願いいたします。

購入時からPC画面には保護のシート取り付けしていましたので傷はないかと思います。（現在も貼り付けたままです）

外側には多少の傷はこざいますが、目立つほどではないです。


      ","74,400",https://jp.mercari.com/item/m70588850201,https://static.mercdn.net/item/detail/orig/photos/m70588850201_1.jpg?1714718960,Yus
25,MacBook Pro 13インチ 2020 32GB 1TB クリエイター仕様,"MacBook Pro 13インチモデルの出品です。
スペックはフルスペックの増設モデルで、おまけのミュージシャンや動画編集者等のクリエイター向けソフトもダウンロード済みです。
付属品は社外製ACアダプターをお付け致します。
最新のmacOS Sequoiaをクリーンインストール済みです。

◇スペック
年式:2020年
OS:macOS Sequoia
CPU: Core i7-1068NG7 2.3GHz
メモリ:32GB
SSD:1TB

◇ダウンロード済みソフト
Logic Pro X (音楽制作ソフト)
Final Cut Pro X (映像制作ソフト)
Motion (映像制作補助ソフト)
Compressor (映像書き出しソフト)
Pages (文書作成ソフト)
Numbers (表計算ソフト)
Keynote (プレゼンテーションソフト)

※近頃買う気がないのに質問連絡をする方や、購入後いつまで経っても支払わない方が多い為、購入意思のある方のみの購入をお願い致します。
※同時に他サイトでも出品しておりますので早い者勝ちとなります事をご了承下さい。
※初期パスワードは「aaaa」と設定しております。
※ダウンロード済みソフトはアップデート出来ませんが、通常通り使用可能です。購入後のサポートはできませんのであくまでもおまけとお考えくださいませ。","105,000",https://jp.mercari.com/item/m28703642535,https://static.mercdn.net/item/detail/orig/photos/m28703642535_1.jpg?1727688888,松本 克己
26,MacBook Pro 2020 13インチ i7 32GB 1TB アップル,"即購入可能です。

各種アップグレードしたモデルです。

- CPU: Core i7 2.3GHz
- メモリ: 32GB
- SSD: 1TB
- ポート: Thunderbolt 3 x4

シルバー

・画面は目立った傷はなく綺麗です。
・シルバー部分の外観は、細いスレや傷があります。（画像をご確認ください）
・動作に問題はありません。

充電回数256回でバッテリーの状態は正常表示です。

探すをオフとアクティベーションロック解除と初期化済みです。

製品年式···2020
シリーズ···MacBook Pro
画面サイズ···13～14.4インチ
CPU種類···Corei7
OS···Mac OS
メモリ···32GB～
SSD容量···1TB



 Pro






検索用
macbook pro 2015 2016 2017 2018 2019 2020
13インチ 14インチ 15インチ 16インチ
8gb 16gb 32gb 64gb 128gb 256gb 512gb 1tb
i5 i7 i9","92,180",https://jp.mercari.com/item/m51131320515,https://static.mercdn.net/item/detail/orig/photos/m51131320515_1.jpg?1717795369,ルーミー
27,MacBook Pro 2020 i5 16GB SSD 512GB,"MacBook Pro 2020, 13インチ, スペースグレイ, メモリ16GB, SSD 512GB, 2つのThunderbolt 3（USB-C）ポート
Core i5 プロセッサー搭載のMacBook Pro 

16GBなので、4Kの動画編集等の重い作業も可能です。

最新のM1 MacではBoot Campが使用できなくなったWindows PC化がこのMacBook ProはIntel CPUを使用しているのでBoot Camp機能を使用してWindowsパソコンとして使用可能です。


Intel Iris Plus Graphics
16GBメモリ
512GB SSDストレージ
True Tone搭載13インチRetinaディスプレイ
Thunderbolt 3ポート x 2
Touch BarとTouch ID


Apple #MacBook #corei5 #スペースグレイ #mac
シリーズ···MacBook Pro
製品年式···2020
画面サイズ···13～14.4インチ
CPU種類···Corei5
OS···Mac OS
メモリ···16〜31GB
SSD容量···512GB
充放電回数···525回


※中古商品ですので、多少の小傷や使用感あります。
※あくまで中古商品ですので神経質な方はご遠慮ください。
※素人検品＋中古の商品です。
3Nよろしくお願い致します。","56,000",https://jp.mercari.com/item/m95288035141,https://static.mercdn.net/item/detail/orig/photos/m95288035141_1.jpg?1717200249,T.T
